timestamp,open,high,low,close,volume
2025-10-09 11:56:00,671.31,671.35,671.31,671.35,589
2025-10-09 11:57:00,671.28,671.37,671.265,671.37,3054
2025-10-09 11:58:00,671.46,671.5,671.375,671.385,2511
2025-10-09 11:59:00,671.36,671.41,671.325,671.395,946
2025-10-09 12:00:00,671.34,671.5,671.34,671.465,1753
2025-10-09 12:01:00,671.545,671.57,671.48,671.57,1958
2025-10-09 12:02:00,671.51,671.51,671.47,671.475,638
2025-10-09 12:04:00,671.5,671.5,671.46,671.46,567
2025-10-09 12:05:00,671.48,671.48,671.455,671.46,625
2025-10-09 12:06:00,671.48,671.49,671.445,671.47,599
2025-10-09 12:07:00,671.31,671.32,671.11,671.18,1662
2025-10-09 12:08:00,671.26,671.26,671.26,671.26,382
2025-10-09 12:09:00,671.36,671.37,671.23,671.23,1015
2025-10-09 12:10:00,671.23,671.23,671.125,671.19,700
2025-10-09 12:11:00,671.19,671.21,671.19,671.21,426
2025-10-09 12:12:00,671.19,671.19,671.19,671.19,147
2025-10-09 12:13:00,671.265,671.275,671.19,671.19,472
2025-10-09 12:14:00,671.15,671.15,671.15,671.15,142
2025-10-09 12:15:00,671.11,671.11,671.11,671.11,226
2025-10-09 12:16:00,671.09,671.12,671.09,671.12,1294
2025-10-09 12:18:00,671.23,671.29,671.2,671.29,755
2025-10-09 12:19:00,671.38,671.38,671.08,671.08,925
2025-10-09 12:20:00,671.07,671.07,670.88,670.89,443
2025-10-09 12:21:00,670.83,670.83,670.7,670.7,781
2025-10-09 12:22:00,670.8,670.805,670.565,670.565,1234
2025-10-09 12:23:00,670.72,670.76,670.71,670.76,990
2025-10-09 12:25:00,671.04,671.04,670.75,670.75,1209
2025-10-09 12:26:00,670.79,670.93,670.74,670.775,2729
2025-10-09 12:27:00,670.86,670.86,670.86,670.86,409
2025-10-09 12:28:00,671.07,671.07,670.925,670.925,686
2025-10-09 12:29:00,670.92,670.97,670.905,670.965,2567
2025-10-09 12:30:00,670.93,670.93,670.9,670.9,388
2025-10-09 12:32:00,670.91,670.94,670.87,670.93,1095
2025-10-09 12:33:00,671.0,671.0,670.97,670.97,405
2025-10-09 12:34:00,671.02,671.02,670.93,670.93,1121
2025-10-09 12:35:00,670.96,670.96,670.82,670.82,704
2025-10-09 12:36:00,670.8,671.0,670.78,670.99,1711
2025-10-09 12:37:00,671.06,671.07,670.94,670.94,962
2025-10-09 12:38:00,670.93,670.93,670.85,670.88,1381
2025-10-09 12:39:00,670.84,670.93,670.84,670.93,713
2025-10-09 12:40:00,670.76,670.76,670.55,670.61,1127
2025-10-09 12:41:00,670.57,670.57,670.32,670.33,2472
2025-10-09 12:42:00,670.28,670.39,670.205,670.38,2053
2025-10-09 12:43:00,670.43,670.63,670.43,670.63,1565
2025-10-09 12:44:00,670.65,670.65,670.63,670.63,1399
2025-10-09 12:45:00,670.65,670.92,670.63,670.875,3138
2025-10-09 12:46:00,670.84,670.84,670.7,670.74,614
2025-10-09 12:47:00,670.95,670.96,670.93,670.93,1111
2025-10-09 12:48:00,670.89,670.935,670.845,670.935,359
2025-10-09 12:49:00,671.025,671.09,671.005,671.005,1695
2025-10-09 12:50:00,671.045,671.105,670.93,671.02,1467
2025-10-09 12:51:00,670.88,670.91,670.82,670.91,800
2025-10-09 12:52:00,670.75,670.78,670.75,670.78,517
2025-10-09 12:53:00,670.74,670.74,670.68,670.68,920
2025-10-09 12:54:00,670.66,670.67,670.35,670.35,4300
2025-10-09 12:55:00,670.34,670.36,670.32,670.34,1883
2025-10-09 12:56:00,670.31,670.35,670.2,670.24,1844
2025-10-09 12:57:00,670.22,670.22,669.99,670.0,2248
2025-10-09 12:58:00,669.995,669.995,669.69,669.69,5396
2025-10-09 12:59:00,669.695,669.87,669.695,669.82,1410
2025-10-09 13:00:00,669.98,669.98,669.94,669.94,303
2025-10-09 13:01:00,669.93,669.97,669.93,669.96,1533
2025-10-09 13:02:00,670.06,670.06,669.77,669.81,990
2025-10-09 13:03:00,669.68,669.725,669.64,669.64,1206
