timestamp,open,high,low,close,volume
2025-10-09 13:30:00,673.52,673.59,673.32,673.485,6664
2025-10-09 13:31:00,673.53,673.93,673.445,673.87,8332
2025-10-09 13:32:00,673.9,673.9,673.535,673.535,6236
2025-10-09 13:33:00,673.575,673.59,673.41,673.45,2452
2025-10-09 13:34:00,673.38,673.38,673.265,673.33,1448
2025-10-09 13:35:00,673.33,673.355,673.22,673.32,4378
2025-10-09 13:36:00,673.37,673.435,673.305,673.32,5991
2025-10-09 13:37:00,673.45,673.48,673.305,673.39,4450
2025-10-09 13:38:00,673.4,673.525,673.395,673.45,10323
2025-10-09 13:39:00,673.495,673.57,673.43,673.44,4638
2025-10-09 13:40:00,673.53,673.57,673.25,673.34,1925
2025-10-09 13:41:00,673.27,673.27,673.04,673.04,2827
2025-10-09 13:42:00,673.0,673.01,672.81,672.9,13273
2025-10-09 13:43:00,672.84,672.92,672.775,672.81,3562
2025-10-09 13:44:00,672.99,672.99,672.675,672.755,3131
2025-10-09 13:45:00,672.74,672.74,672.49,672.55,2781
2025-10-09 13:46:00,672.62,672.62,672.515,672.515,958
2025-10-09 13:47:00,672.57,672.585,672.45,672.56,1710
2025-10-09 13:48:00,672.63,672.85,672.56,672.85,2139
2025-10-09 13:49:00,672.9,673.0,672.855,672.955,4055
2025-10-09 13:50:00,672.95,672.95,672.8,672.84,2086
2025-10-09 13:51:00,672.78,672.925,672.26,672.29,5260
2025-10-09 13:52:00,672.135,672.32,672.135,672.145,10087
2025-10-09 13:53:00,672.145,672.195,671.87,671.95,8353
2025-10-09 13:54:00,672.14,672.14,671.83,671.83,1736
2025-10-09 13:55:00,671.88,671.95,671.59,671.7,3755
2025-10-09 13:56:00,671.63,671.98,671.63,671.925,3710
2025-10-09 13:57:00,671.88,672.215,671.88,672.215,3992
2025-10-09 13:58:00,672.15,672.15,672.005,672.005,1155
2025-10-09 13:59:00,671.96,672.09,671.94,671.94,5060
2025-10-09 14:00:00,671.83,671.83,671.65,671.775,3638
2025-10-09 14:01:00,671.765,671.765,671.52,671.62,3816
2025-10-09 14:02:00,671.48,671.64,671.48,671.63,2164
2025-10-09 14:03:00,671.615,671.84,671.61,671.84,1454
2025-10-09 14:04:00,671.82,672.01,671.82,671.875,3144
2025-10-09 14:05:00,671.98,671.98,671.87,671.87,2367
2025-10-09 14:06:00,671.88,671.93,671.79,671.93,2395
2025-10-09 14:07:00,672.01,672.21,671.985,672.12,4332
2025-10-09 14:08:00,672.08,672.08,671.92,671.92,2599
2025-10-09 14:09:00,671.91,671.91,671.8,671.89,2012
2025-10-09 14:10:00,671.87,672.0,671.85,671.85,1383
2025-10-09 14:11:00,671.88,672.0,671.82,672.0,2997
2025-10-09 14:12:00,672.025,672.155,671.915,671.955,3758
2025-10-09 14:13:00,671.98,672.01,671.96,671.97,1852
2025-10-09 14:14:00,671.94,672.065,671.94,672.02,2459
2025-10-09 14:15:00,671.89,671.91,671.695,671.78,2430
2025-10-09 14:16:00,671.81,671.895,671.79,671.79,1076
2025-10-09 14:17:00,671.61,671.67,671.585,671.67,1237
2025-10-09 14:18:00,671.685,671.78,671.61,671.78,2106
2025-10-09 14:19:00,671.825,671.825,671.735,671.74,1851
2025-10-09 14:20:00,671.665,671.675,671.51,671.51,3844
