timestamp,open,high,low,close,volume
1755889680000,645.39,645.4,645.35,645.4,2089
1755889740000,645.3,645.36,645.3,645.36,1165
1755889800000,645.34,645.37,645.31,645.31,1222
1755889860000,645.315,645.33,645.28,645.33,2762
1755889920000,645.29,645.3,645.22,645.26,2023
1755889980000,645.24,645.34,645.23,645.34,1313
1755890040000,645.35,645.36,645.315,645.35,1912
1755890100000,645.315,645.345,645.25,645.26,3489
1755890160000,645.21,645.23,645.14,645.2,3194
1755890220000,645.17,645.23,645.17,645.23,1229
1755890280000,645.34,645.36,645.23,645.24,2192
1755890340000,645.22,645.22,645.15,645.175,4547
1755890400000,645.14,645.225,645.065,645.225,4203
1755890460000,645.21,645.265,645.19,645.195,4207
1755890520000,645.175,645.27,645.175,645.2,4086
1755890580000,645.205,645.34,645.19,645.28,4177
1755890640000,645.28,645.37,645.275,645.33,5216
1755890700000,645.35,645.35,645.28,645.34,3933
1755890760000,645.34,645.39,645.305,645.39,4269
1755890820000,645.355,645.36,645.205,645.235,6818
1755890880000,645.16,645.23,645.09,645.23,5047
1755890940000,645.175,645.215,645.065,645.085,11057
1755891000000,645.075,645.215,645.055,645.18,11511
1755891060000,645.18,645.23,645.16,645.18,7420
1755891120000,645.17,645.21,645.16,645.18,3528
1755891180000,645.17,645.17,644.96,644.96,5083
1755891240000,645,645.005,644.815,644.965,9065
1755891300000,645.02,645.02,644.775,644.8,2839
1755891360000,644.855,644.855,644.75,644.76,6323
1755891420000,644.72,644.74,644.66,644.72,7018
1755891480000,644.71,644.77,644.63,644.73,5543
1755891540000,644.69,644.69,644.38,644.48,4127
1755891600000,644.47,644.47,644.325,644.42,7806
1755891660000,644.41,644.64,644.33,644.58,9646
1755891720000,644.645,644.75,644.635,644.68,5821
1755891780000,644.66,644.67,644.595,644.64,6302
1755891840000,644.71,644.84,644.71,644.84,10798
1755891900000,644.8,644.99,644.79,644.99,7825
1755891960000,644.95,645.04,644.91,644.96,6611
1755892020000,644.95,645.04,644.9,644.99,7142
1755892080000,644.99,645.2,644.98,645.19,5897
1755892140000,645.15,645.155,645,645,7579
1755892200000,645.12,645.455,645.12,645.32,15264
1755892260000,645.285,645.39,645.05,645.27,10387
1755892320000,645.28,645.28,645.06,645.095,12493
1755892380000,645.09,645.215,645.08,645.12,6557
1755892440000,645.11,645.32,645.07,645.17,10960
1755892500000,645.18,645.42,644.92,644.93,19134
1755892560000,644.93,644.93,644.65,644.75,13573
1755892620000,644.75,644.81,644.71,644.73,12015
1755892680000,644.725,644.89,644.715,644.86,17044
1755892740000,644.81,645.41,644.81,645.31,63334
1756128600000,644.01,644.27,643.96,644.045,8759
1756128660000,644.015,644.045,643.415,643.86,8481
1756128720000,643.74,643.91,643.695,643.72,2026
1756128780000,643.72,643.72,643.49,643.5,2454
1756128840000,643.46,643.805,643.46,643.745,2783
1756128900000,643.845,644.02,643.785,643.99,6049
1756128960000,643.91,643.96,643.84,643.865,4673
1756129020000,643.905,644.18,643.85,644.09,1619
1756129080000,644.08,644.33,644.08,644.32,3240
1756129140000,644.22,644.245,644.09,644.09,1182
1756129200000,644.105,644.105,643.81,643.985,9890
1756129260000,643.99,644.2,643.99,644.03,2070
1756129320000,644.05,644.2,644,644.17,2043
1756129380000,644.15,644.34,644.15,644.19,3099
1756129440000,644.23,644.23,643.99,644.12,2059
1756129500000,644.13,644.13,643.71,643.71,2748
1756129560000,643.73,643.99,643.72,643.93,1909
1756129620000,643.91,643.91,643.64,643.8,4770
1756129680000,643.68,643.81,643.68,643.775,1727
1756129740000,643.81,644.11,643.805,644.07,3382
1756129800000,644,644,643.8,643.865,6711
1756129860000,643.9,643.91,643.76,643.795,2722
1756129920000,644.03,644.17,643.885,643.885,3361
1756129980000,643.91,644,643.88,643.99,7232
1756130040000,643.93,643.995,643.87,643.905,5650
1756130100000,643.91,644.03,643.91,643.95,6629
1756130160000,643.8,643.95,643.8,643.93,5963
1756130220000,644.07,644.2,643.98,644.165,4449
1756130280000,644.17,644.26,644.14,644.26,4959
1756130340000,644.26,644.32,644.16,644.32,3105
1756130400000,644.46,644.65,644.3,644.31,2895
1756130460000,644.04,644.23,643.98,644.21,16408
1756130520000,644.1,644.245,644.095,644.2,3259
1756130580000,644.14,644.2,644.08,644.08,2293
1756130640000,644.2,644.3,644.135,644.3,1190
1756130700000,644.29,644.34,644.195,644.285,4459
1756130760000,644.29,644.29,644.29,644.29,458
1756130820000,644.275,644.43,644.275,644.43,1330
1756130880000,644.45,644.47,644.33,644.4,2748
1756130940000,644.44,644.51,644.42,644.46,5320
1756131000000,644.44,644.44,644.235,644.235,1557
1756131060000,644.165,644.315,644.1,644.1,6266
1756131120000,644.195,644.215,644.125,644.14,3097
1756131180000,644.01,644.09,643.83,644.045,4962
1756131240000,643.985,644.23,643.985,644.2,1987
1756131300000,644.16,644.28,644.16,644.225,1637
1756131360000,644.225,644.26,644.14,644.14,1610
1756131420000,644.1,644.26,644.1,644.19,1055
1756131480000,644.2,644.2,644.03,644.125,2851
1756131540000,644.26,644.26,644.16,644.16,704
1756131600000,644.15,644.265,643.905,643.905,1876
1756131660000,643.83,644.14,643.785,644,1402
1756131720000,644,644,643.82,643.85,5067
1756131780000,643.93,643.98,643.93,643.98,680
1756131840000,644.04,644.13,644.02,644.105,1233
1756131900000,644.095,644.095,643.94,643.94,2638
1756131960000,644.07,644.1,644.03,644.035,1972
1756132020000,643.93,644.21,643.93,644.21,1417
1756132080000,644.25,644.25,644.11,644.13,1005
1756132140000,644.1,644.195,644.095,644.16,1589
1756132200000,644.15,644.15,643.985,643.985,1214
1756132260000,644.03,644.15,644.03,644.05,1268
1756132320000,644.13,644.21,644.04,644.18,2093
1756132380000,644.16,644.26,644.12,644.24,1035
1756132440000,644.205,644.205,644.04,644.12,2675
1756132500000,644.125,644.28,644.125,644.2,3663
1756132560000,644.18,644.36,644.18,644.36,1243
