ts_utc,ts_nyt_epoch,open,high,low,close,volume
2025-08-13T10:37:00-04:00,1755095820,644.12,644.32,644.1,644.25,197294.0
2025-08-13T10:38:00-04:00,1755095880,644.23,644.33,644.15,644.28,152587.0
2025-08-13T10:39:00-04:00,1755095940,644.27,644.27,644.02,644.08,172027.0
2025-08-13T10:40:00-04:00,1755096000,644.085,644.17,643.985,644.055,160465.0
2025-08-13T10:41:00-04:00,1755096060,644.05,644.0601,643.94,643.96,214938.0
2025-08-13T10:42:00-04:00,1755096120,643.969,644.115,643.81,644.035,115099.0
2025-08-13T10:43:00-04:00,1755096180,644.04,644.2199,643.99,644.205,107618.0
2025-08-13T10:44:00-04:00,1755096240,644.195,644.405,644.13,644.2484,218686.0
2025-08-13T10:45:00-04:00,1755096300,644.23,644.3,644.05,644.085,147285.0
2025-08-13T10:46:00-04:00,1755096360,644.08,644.115,643.75,643.795,123311.0
2025-08-13T10:47:00-04:00,1755096420,643.805,643.8399,643.62,643.68,167465.0
2025-08-13T10:48:00-04:00,1755096480,643.69,643.83,643.615,643.81,90272.0
2025-08-13T10:49:00-04:00,1755096540,643.8,644.0,643.79,643.955,123901.0
2025-08-13T10:50:00-04:00,1755096600,643.94,644.01,643.76,643.78,218543.0
2025-08-13T10:51:00-04:00,1755096660,643.785,643.79,643.59,643.59,129389.0
2025-08-13T10:52:00-04:00,1755096720,643.592,643.77,643.58,643.7,116505.0
2025-08-13T10:53:00-04:00,1755096780,643.69,643.79,643.63,643.7,91120.0
2025-08-13T10:54:00-04:00,1755096840,643.705,643.79,643.66,643.76,681447.0
2025-08-13T10:55:00-04:00,1755096900,643.76,643.95,643.76,643.795,128678.0
2025-08-13T10:56:00-04:00,1755096960,643.79,643.885,643.7707,643.78,82411.0
2025-08-13T10:57:00-04:00,1755097020,643.795,643.925,643.7556,643.79,94545.0
2025-08-13T10:58:00-04:00,1755097080,643.79,643.925,643.725,643.87,117179.0
2025-08-13T10:59:00-04:00,1755097140,643.87,643.885,643.78,643.83,103061.0
2025-08-13T11:00:00-04:00,1755097200,643.82,643.845,643.73,643.765,101134.0
2025-08-13T11:01:00-04:00,1755097260,643.76,643.98,643.755,643.845,152705.0
2025-08-13T11:02:00-04:00,1755097320,643.84,644.0,643.83,643.9,122153.0
2025-08-13T11:03:00-04:00,1755097380,643.9,643.97,643.675,643.675,117236.0
2025-08-13T11:04:00-04:00,1755097440,643.6798,643.68,643.565,643.64,110783.0
2025-08-13T11:05:00-04:00,1755097500,643.64,643.78,643.49,643.575,130643.0
2025-08-13T11:06:00-04:00,1755097560,643.58,643.73,643.462,643.51,127970.0
2025-08-13T11:07:00-04:00,1755097620,643.52,643.585,643.42,643.46,127071.0
2025-08-13T11:08:00-04:00,1755097680,643.4687,643.5399,643.39,643.39,139163.0
2025-08-13T11:09:00-04:00,1755097740,643.405,643.4599,643.31,643.32,175669.0
2025-08-13T11:10:00-04:00,1755097800,643.34,643.515,643.33,643.47,187522.0
2025-08-13T11:11:00-04:00,1755097860,643.46,643.58,643.37,643.4,148770.0
2025-08-13T11:12:00-04:00,1755097920,643.39,643.455,643.275,643.2844,203615.0
2025-08-13T11:13:00-04:00,1755097980,643.285,643.43,643.25,643.39,125914.0
2025-08-13T11:14:00-04:00,1755098040,643.38,643.41,643.28,643.3299,106630.0
2025-08-13T11:15:00-04:00,1755098100,643.325,643.3756,643.17,643.2112,165709.0
2025-08-13T11:16:00-04:00,1755098160,643.22,643.2399,643.07,643.15,215837.0
2025-08-13T11:17:00-04:00,1755098220,643.14,643.3,643.1,643.255,105307.0
2025-08-13T11:18:00-04:00,1755098280,643.26,643.33,643.22,643.26,133996.0
2025-08-13T11:19:00-04:00,1755098340,643.265,643.62,643.25,643.59,164086.0
2025-08-13T11:20:00-04:00,1755098400,643.59,643.6699,643.51,643.64,172484.0
2025-08-13T11:21:00-04:00,1755098460,643.63,643.9,643.595,643.89,164639.0
2025-08-13T11:22:00-04:00,1755098520,643.89,644.01,643.83,643.95,143035.0
2025-08-13T11:23:00-04:00,1755098580,643.95,644.11,643.915,644.0,212282.0
2025-08-13T11:24:00-04:00,1755098640,644.0,644.0,643.91,643.915,107879.0
2025-08-13T11:25:00-04:00,1755098700,643.92,644.03,643.905,644.02,113060.0
2025-08-13T11:26:00-04:00,1755098760,644.025,644.07,643.95,643.96,109690.0
2025-08-13T11:27:00-04:00,1755098820,643.965,643.98,643.755,643.755,145433.0
2025-08-13T11:28:00-04:00,1755098880,643.755,643.77,643.5,643.73,155192.0
2025-08-13T11:29:00-04:00,1755098940,643.725,643.78,643.65,643.67,165633.0
2025-08-13T11:30:00-04:00,1755099000,643.67,643.72,643.475,643.67,351975.0
2025-08-13T11:31:00-04:00,1755099060,643.67,643.72,643.63,643.675,68127.0
2025-08-13T11:32:00-04:00,1755099120,643.67,643.95,643.65,643.94,90911.0
2025-08-13T11:33:00-04:00,1755099180,643.945,644.045,643.89,644.02,107260.0
2025-08-13T11:34:00-04:00,1755099240,644.015,644.035,643.865,643.87,102237.0
2025-08-13T11:35:00-04:00,1755099300,643.87,643.888,643.63,643.63,116385.0
2025-08-13T11:36:00-04:00,1755099360,643.64,643.715,643.599,643.63,566967.0
2025-08-13T11:37:00-04:00,1755099420,643.64,643.645,643.5,643.57,103391.0
2025-08-13T11:38:00-04:00,1755099480,643.57,643.6794,643.52,643.645,101932.0
2025-08-13T11:39:00-04:00,1755099540,643.6451,643.73,643.55,643.68,67146.0
2025-08-13T11:40:00-04:00,1755099600,643.69,643.84,643.67,643.84,83489.0
2025-08-13T11:41:00-04:00,1755099660,643.86,644.0174,643.83,643.98,74916.0
2025-08-13T11:42:00-04:00,1755099720,643.97,644.115,643.9301,644.07,88791.0
2025-08-13T11:43:00-04:00,1755099780,644.055,644.225,644.045,644.17,136506.0
2025-08-13T11:44:00-04:00,1755099840,644.17,644.255,644.15,644.215,66714.0
2025-08-13T11:45:00-04:00,1755099900,644.22,644.25,644.06,644.115,157187.0
2025-08-13T11:46:00-04:00,1755099960,644.12,644.12,643.995,644.02,96026.0
2025-08-13T11:47:00-04:00,1755100020,644.02,644.068,644.0,644.035,41091.0
2025-08-13T11:48:00-04:00,1755100080,644.03,644.066,643.94,644.0557,66561.0
2025-08-13T11:49:00-04:00,1755100140,644.045,644.11,644.01,644.07,60093.0
2025-08-13T11:50:00-04:00,1755100200,644.08,644.08,643.9,643.91,79038.0
2025-08-13T11:51:00-04:00,1755100260,643.91,643.97,643.79,643.81,1581264.0
2025-08-13T11:52:00-04:00,1755100320,643.81,643.87,643.78,643.79,64400.0
2025-08-13T11:53:00-04:00,1755100380,643.785,643.8,643.52,643.54,106394.0
2025-08-13T11:54:00-04:00,1755100440,643.54,643.59,643.41,643.5,104660.0
2025-08-13T11:55:00-04:00,1755100500,643.5,643.545,643.43,643.45,58535.0
2025-08-13T11:56:00-04:00,1755100560,643.44,643.53,643.39,643.47,113854.0
2025-08-13T11:57:00-04:00,1755100620,643.465,643.495,643.36,643.43,88464.0
2025-08-13T11:58:00-04:00,1755100680,643.4413,643.51,643.3601,643.46,120170.0
2025-08-13T11:59:00-04:00,1755100740,643.46,643.46,643.34,643.43,84019.0
2025-08-13T12:00:00-04:00,1755100800,643.44,643.5944,643.38,643.53,98932.0
2025-08-13T12:01:00-04:00,1755100860,643.51,643.62,643.47,643.6,68862.0
2025-08-13T12:02:00-04:00,1755100920,643.6,643.62,643.5,643.56,86913.0
2025-08-13T12:03:00-04:00,1755100980,643.56,643.82,643.56,643.77,103848.0
2025-08-13T12:04:00-04:00,1755101040,643.76,643.83,643.72,643.8,68102.0
2025-08-13T12:05:00-04:00,1755101100,643.79,643.795,643.66,643.7,76625.0
2025-08-13T12:06:00-04:00,1755101160,643.7,643.915,643.7,643.815,74716.0
2025-08-13T12:07:00-04:00,1755101220,643.82,643.86,643.67,643.7201,77374.0
2025-08-13T12:08:00-04:00,1755101280,643.72,643.8,643.65,643.662,69082.0
2025-08-13T12:09:00-04:00,1755101340,643.67,643.78,643.66,643.76,47702.0
2025-08-13T12:10:00-04:00,1755101400,643.77,643.79,643.63,643.66,45362.0
2025-08-13T12:11:00-04:00,1755101460,643.66,643.77,643.63,643.74,46929.0
2025-08-13T12:12:00-04:00,1755101520,643.72,643.88,643.64,643.845,57771.0
2025-08-13T12:13:00-04:00,1755101580,643.8499,643.865,643.75,643.765,69040.0
2025-08-13T12:14:00-04:00,1755101640,643.77,643.8,643.73,643.775,49916.0
2025-08-13T12:15:00-04:00,1755101700,643.76,643.885,643.74,643.87,67325.0
2025-08-13T12:16:00-04:00,1755101760,643.86,643.9,643.76,643.77,62008.0
2025-08-13T12:17:00-04:00,1755101820,643.78,643.89,643.7756,643.78,27964.0
2025-08-13T12:18:00-04:00,1755101880,643.77,643.77,643.512,643.52,74789.0
2025-08-13T12:19:00-04:00,1755101940,643.52,643.52,643.41,643.435,92277.0
2025-08-13T12:20:00-04:00,1755102000,643.42,643.5,643.39,643.41,44665.0
2025-08-13T12:21:00-04:00,1755102060,643.41,643.46,643.35,643.36,30960.0
2025-08-13T12:22:00-04:00,1755102120,643.37,643.38,643.235,643.2356,87347.0
2025-08-13T12:23:00-04:00,1755102180,643.23,643.43,643.23,643.39,65823.0
2025-08-13T12:24:00-04:00,1755102240,643.39,643.45,643.38,643.39,40298.0
2025-08-13T12:25:00-04:00,1755102300,643.4,643.54,643.4,643.47,55136.0
2025-08-13T12:26:00-04:00,1755102360,643.47,643.5199,643.395,643.4,63071.0
2025-08-13T12:27:00-04:00,1755102420,643.4,643.4551,643.4,643.4492,51510.0
2025-08-13T12:28:00-04:00,1755102480,643.42,643.515,643.4,643.48,32707.0
2025-08-13T12:29:00-04:00,1755102540,643.4701,643.4701,643.26,643.27,41058.0
2025-08-13T12:30:00-04:00,1755102600,643.26,643.3556,642.97,643.27,178683.0
2025-08-13T12:31:00-04:00,1755102660,643.28,643.375,643.26,643.31,62137.0
2025-08-13T12:32:00-04:00,1755102720,643.32,643.4777,643.25,643.45,64672.0
2025-08-13T12:33:00-04:00,1755102780,643.4497,643.4901,643.34,643.35,67541.0
2025-08-13T12:34:00-04:00,1755102840,643.3699,643.46,643.366148,643.45,56477.0
2025-08-13T12:35:00-04:00,1755102900,643.44,643.56,643.4056,643.48,114862.0
2025-08-13T12:36:00-04:00,1755102960,643.48,643.48,643.37,643.43,48722.0
2025-08-13T12:37:00-04:00,1755103020,643.42,643.42,643.29,643.34,39117.0
2025-08-13T12:38:00-04:00,1755103080,643.35,643.355,643.24,643.32,46172.0
2025-08-13T12:39:00-04:00,1755103140,643.31,643.315,643.2,643.23,74050.0
2025-08-13T12:40:00-04:00,1755103200,643.225,643.29,643.17,643.2299,102152.0
2025-08-13T12:41:00-04:00,1755103260,643.22,643.31,643.2,643.25,106969.0
2025-08-13T12:42:00-04:00,1755103320,643.265,643.275,643.16,643.1775,50472.0
2025-08-13T12:43:00-04:00,1755103380,643.17,643.2891,643.04,643.2271,76412.0
2025-08-13T12:44:00-04:00,1755103440,643.23,643.26,643.105,643.155,43132.0
2025-08-13T12:45:00-04:00,1755103500,643.16,643.16,642.96,642.9701,91189.0
2025-08-13T12:46:00-04:00,1755103560,642.9632,643.1318,642.9,643.12,135046.0
2025-08-13T12:47:00-04:00,1755103620,643.12,643.14,643.01,643.08,58407.0
2025-08-13T12:48:00-04:00,1755103680,643.1,643.15,642.96,643.02,63334.0
2025-08-13T12:49:00-04:00,1755103740,643.02,643.055,642.97,643.01,44607.0
2025-08-13T12:50:00-04:00,1755103800,643.0,643.0,642.68,642.765,172741.0
2025-08-13T12:51:00-04:00,1755103860,642.77,643.02,642.77,642.99,79064.0
2025-08-13T12:52:00-04:00,1755103920,643.0,643.065,642.9401,642.9401,310648.0
2025-08-13T12:53:00-04:00,1755103980,642.93,642.97,642.84,642.93,47971.0
2025-08-13T12:54:00-04:00,1755104040,642.935,643.1562,642.9324,643.08,80250.0
2025-08-13T12:55:00-04:00,1755104100,643.08,643.085,642.9,642.96,90007.0
2025-08-13T12:56:00-04:00,1755104160,642.96,642.985,642.87,642.87,46793.0
